acode,catRank,categoryName,entryArt,entryPayart,eventDate,eventName,eventRaceNr,overCategoryName,overRank,provider,raceNr,racePayload,resultState,runtime,startNumber
2M4F6MF5,67,Männer M55,Bezahlt,,21.05.2005,Grand Prix von Bern,A519E04BB4EB623E3028076067882152,Männer Grand Prix von Bern,2467,Datasport,7104,D97F320C2013BD539F68D8951E23CC3792F803199080545C3C0FBED04E3F9F61,Klassiert,"1:14.31,9",5261
2M4F6MF5,,(M55) 15 km Männer 55-59 Jahre,Bezahlt,,19.03.2005,Kerzerslauf,61E0E952E524380B682356E934AE7932,Overall 15 km,,Datasport,7101,10E6CF73FD5F355A1DBCCCEB00BBB8ED40E735DE49CFB398859E3E5390DA427B,Nicht Klassiert,,7340
2M4F6MF5,14,Männer 50,Bezahlt,,10.10.2004,"Brienzerseelauf, Bönigen",C40928C4571E997166DEE398B4D78944,Overall Männer 35km,98,Datasport,6155,475913EF076D52F3C602DBC5F9E37D9933F57DAE3F7302893E65F0AA96F25956,Klassiert,"2:50.51,7",307
2M4F6MF5,49,Männer 55,Bezahlt,,11.09.2004,"Jungfrau-Marathon, Interlaken",23A3CA2CB89913B47A41132B235168F0,Männer,1320,Datasport,6106,0E50274AE778D55E1792AB0221FD3A1F1AA900C92FC08C08C73B9EBEFCFDB097,Klassiert,"5:00.55,1",1838
2M4F6MF5,41,138km Herren Fun 4,Bezahlt,,28.08.2004,"Nationalpark Bike Marathon, Scuol",0B6DDE79975F70BD4B952B63FFB5BC33,138km Männer,552,Datasport,6345,263CD535F516B8D581FB4801EABFFA0AED13AAC51AADFB805326F6652267D6FA,Klassiert,"10:36.34,7",514
2M4F6MF5,31,K78 Herren 50-59 Jahre,Bezahlt,,31.07.2004,"Swiss Alpine Marathon, Davos",A0FC72F87D8A838AE22414B076F00763,K78 - men,274,Datasport,6200,C0FE9B821EE66C70B60F2C49F99288FD5EBF5374C030574521EDBDEACC677FA5,Klassiert,"9:21.59,6",372
2M4F6MF5,99,Männer M55,Bezahlt,,08.05.2004,Grand Prix von Bern,FDB101B3377FD757CEB2ADD5D4D95413,Männer Grand Prix von Bern,3297,Datasport,6104,11EF820747F802ACCB6A5D079141F4AD6AE5CA4C76B18D0252F060C678BCFCB4,Klassiert,"1:14.14,9",7502
2M4F6MF5,31,Männer IV,Bezahlt,,12.10.2003,"Brienzerseelauf, Bönigen",4BB99C7785AC02819907A77423567093,Overall Männer 35km,158,Datasport,5155,DE39654892CCBE49FAE23AA362FA5086829F7A9B4A8ECDBD0ED99A4CBF480B59,Klassiert,"3:03.27,8",281
2M4F6MF5,42,Inferno-HM Senioren 2,Bezahlt,,16.08.2003,"Inferno Halbmarathon, Mürren",56C52E52E6A8DB51A6B62977275071C0,Overall Männer,302,Datasport,5141,82203E849B5809511F94CF4D0F89AFD773C0BD01230643A091AB98AC8B833576,Klassiert,"3:25.27,7",1093
2M4F6MF5,250,Männer M50,Bezahlt,,10.05.2003,Grand Prix von Bern,2C1BBF8A386AE781E7589FA2CE58DD7C,Männer Grand Prix von Bern,3440,Datasport,5104,16EB2507C098685B6717FC8C1F0598C1918C83DA7599EDFDEEC29222580FBE49,Klassiert,"1:16.19,3",4651
